Id,Code,Year,gdp
United Kingdom,GBR,1990,1767597700000
United Kingdom,GBR,1995,1915283300000
United Kingdom,GBR,2000,2292208400000
United Kingdom,GBR,2005,2598655000000
United Kingdom,GBR,2010,2655734700000
United Kingdom,GBR,2015,2927911200000
United Kingdom,GBR,2020,2831893700000
United States,USA,1990,9785238000000
United States,USA,1995,11106674000000
United States,USA,2000,13717680000000
United States,USA,2005,15558822000000
United States,USA,2010,16339095000000
United States,USA,2015,18295020000000
United States,USA,2020,19723580000000
United States Virgin Islands,VIR,2005,4991180000
United States Virgin Islands,VIR,2010,5110413000
United States Virgin Islands,VIR,2015,3663000000
United States Virgin Islands,VIR,2020,3810575600
Upper-middle-income countries,,1990,5033732000000
Upper-middle-income countries,,1995,6326618400000
Upper-middle-income countries,,2000,8023928000000
Upper-middle-income countries,,2005,10673460000000
Upper-middle-income countries,,2010,15131983000000
Upper-middle-income countries,,2015,19830615000000
Upper-middle-income countries,,2020,23733211000000
Uruguay,URY,1990,25829738000
Uruguay,URY,1995,31329540000
Uruguay,URY,2000,36242903000
Uruguay,URY,2005,36575228000
Uruguay,URY,2010,48857390000
Uruguay,URY,2015,57680327000
Uruguay,URY,2020,55876702000
Uzbekistan,UZB,1990,32109738000
Uzbekistan,UZB,1995,26042595000
Uzbekistan,UZB,2000,31472652000
Uzbekistan,UZB,2005,40828162000
Uzbekistan,UZB,2010,60876694000
Uzbekistan,UZB,2015,86196265000
Uzbekistan,UZB,2020,109123860000
Vanuatu,VUT,1990,387020200
Vanuatu,VUT,1995,454517020
Vanuatu,VUT,2000,524670620
Vanuatu,VUT,2005,548728500
Vanuatu,VUT,2010,674588740
Vanuatu,VUT,2015,730870800
Vanuatu,VUT,2020,821054340
Vietnam,VNM,1990,45057982000
Vietnam,VNM,1995,66835360000
Vietnam,VNM,2000,93525830000
Vietnam,VNM,2005,130549160000
Vietnam,VNM,2010,177322480000
Vietnam,VNM,2015,239258320000
Vietnam,VNM,2020,323972200000
World,OWID_WRL,1990,36053260000000
World,OWID_WRL,1995,40393664000000
World,OWID_WRL,2000,48437260000000
World,OWID_WRL,2005,56653580000000
World,OWID_WRL,2010,65002107000000
World,OWID_WRL,2015,75472470000000
World,OWID_WRL,2020,82677380000000
Yemen,YEM,1990,23917787000
Yemen,YEM,1995,32264866000
Yemen,YEM,2000,41498240000
Yemen,YEM,2005,50995466000
Yemen,YEM,2010,63038677000
Yemen,YEM,2015,42444490000
Zambia,ZMB,1990,6840844300
Zambia,ZMB,1995,6747775500
Zambia,ZMB,2000,8059030000
Zambia,ZMB,2005,10887712000
Zambia,ZMB,2010,16527123000
Zambia,ZMB,2015,21251217000
Zambia,ZMB,2020,23418946000
Zimbabwe,ZWE,1990,16673493000
Zimbabwe,ZWE,1995,17699780000
Zimbabwe,ZWE,2000,19841018000
Zimbabwe,ZWE,2005,13517583000
Zimbabwe,ZWE,2010,14083116000
Zimbabwe,ZWE,2015,19963120000
Zimbabwe,ZWE,2020,19009139000
